video_name,frame,object_id,iou
video_02_static_medium,68,1,0.9145299145299145
video_02_static_medium,69,1,0.898921294446664
video_02_static_medium,70,1,0.9058402860548271
video_02_static_medium,71,1,0.9020923805763916
video_02_static_medium,72,1,0.9155818540433925
video_02_static_medium,73,1,0.9122944400939702
video_02_static_medium,74,1,0.9097918272937549
video_02_static_medium,75,1,0.9112131649445082
video_02_static_medium,76,1,0.9089184060721063
video_02_static_medium,77,1,0.9078600977811208
video_02_static_medium,78,1,0.916013437849944
video_02_static_medium,79,1,0.902706656912948
video_02_static_medium,80,1,0.9074410163339383
video_02_static_medium,81,1,0.9068767908309455
video_02_static_medium,82,1,0.9073153409090909
video_02_static_medium,82,4,0.09523809523809523
video_02_static_medium,83,1,0.9093137254901961
video_02_static_medium,83,4,0.2056451612903226
video_02_static_medium,84,1,0.9111419645956265
video_02_static_medium,84,4,0.30256410256410254
video_02_static_medium,85,1,0.9088737201365188
video_02_static_medium,85,4,0.373015873015873
video_02_static_medium,86,1,0.9095816464237517
video_02_static_medium,86,4,0.3887147335423197
video_02_static_medium,87,1,0.9061769616026711
video_02_static_medium,87,4,0.37516869095816463
video_02_static_medium,88,1,0.9101351351351351
video_02_static_medium,88,4,0.35909090909090907
video_02_static_medium,89,1,0.9025974025974026
video_02_static_medium,89,4,0.3753581661891118
video_02_static_medium,90,1,0.8990351481736734
video_02_static_medium,90,4,0.39484286865431106
video_02_static_medium,91,1,0.9004267425320057
video_02_static_medium,91,4,0.4400855920114123
video_02_static_medium,92,1,0.9036929761042722
video_02_static_medium,92,4,0.47418136020151136
video_02_static_medium,93,1,0.8954081632653061
video_02_static_medium,93,4,0.5182440136830102
video_02_static_medium,94,1,0.8869271224643126
video_02_static_medium,94,4,0.5526859504132231
video_02_static_medium,95,1,0.8924814959096221
video_02_static_medium,95,4,0.568061568061568
video_02_static_medium,96,1,0.8724409448818897
video_02_static_medium,96,4,0.5828677839851024
video_02_static_medium,97,1,0.8806959403479702
video_02_static_medium,97,4,0.588126159554731
video_02_static_medium,98,1,0.8645789250952179
video_02_static_medium,98,4,0.5950141110065852
video_02_static_medium,99,1,0.8733273862622658
video_02_static_medium,99,4,0.5897803247373448
video_02_static_medium,100,1,0.8755225267069205
video_02_static_medium,100,4,0.5860058309037901
video_02_static_medium,101,1,0.8806262230919765
video_02_static_medium,101,4,0.5867397806580259
